Sentence,Tense
he doesn't see you putting any boots on,1
you aren't putting any boots on,1
Adam you're going to fall,3
see you what,1
no it doesn't come out,1
it won't come out,3
may be,1
well she needs her pencil,1
do you want a pencil,1
here's your pencil over here,1
what,0
get out_of the way,1
who's in your way,1
that doesn't belong on the floor,1
ask Ursula what that is,1
you ask her,1
what is it,1
that's right,1
give it back to Ursla,1
why don't you ask her what it is,1
that's Urs,1
whose,0
I don't think that's yours,1
no let Urs look now Adam,1
here's your paper and your pencil,1
g,0
let her finish looking in her pocket book now,1
who is the somebody,1
Adam wait,1
oh that's dollar,1
pay money for what,1
buy money pay,1
pay what,1
this doesn't cut,1
what are you going to do,1
how many are there Adam,1
are you going to put them back in the box,1
oh then put it,1
well you didn't put those in the box,2
why don't you bring the box over here and count them as you put them in,1
what do you do with the pipe,1
sounded like soldier but I don't know,2
oh button press,0
oh button on the chair,0
what happens when you press the button,1
sixteen,0
watch,1
got it,2
what did you get,2
you caught it,2
what did you catch,2
meadow pond,0
oh a meadow pond,0
what about the meadow pond,0
you jumped over it,2
I don't think you can jump over the pipe,1
yes you did jump over the pipe didn't you,2
you missed it,2
missed it,2
press over the candle maker,1
when did you press the button,2
where were you,2
when you pressed the button where were you Adam,2
where were you when you pressed the button,2
what were you riding in,2
riding in what,0
in a what,0
in taxi,0
you dropped a taxi wheel,2
hm,0
if you like to,1
thank_you,0
everybody,0
oh what happened to the taxi wheels,2
anybody what,0
oh that's for Cromer,1
alright,0
Urs has one,1
thank_you,0
what shall I buy with my dollar,1
what,0
unicorn,0
I don't know where to find a unicorn,1
well where's your unicorn,1
you took our money now you hafta give us a unicorn,2
hm,0
horsie,0
why I thought you were buying us a unicorn,2
the unicorn didn't wanna come,2
what,0
help you reach,1
that's for the unicorn,1
buy this one,1
in it,0
putting them in Rusty's hat,1
what happened,2
Rusty didn't want them in his hat,2
why are you throwing,1
no Adam what's the matter,1
what happened,2
are you tired,1
what happened,2
what happened,2
no,0
did you ask Urs if she wanted those dollars in her pocket book,2
oh she's going shopping,1
what does she hafta buy,1
money to pay Rusty,1
well what's she hafta pay Rusty for,1
what did he do,2
what did Rusty do,2
well what are you buying,1
what did you buy,2
I see you have some crumpled dollars,1
you're going shopping,1
what did you do with the dollars,2
Adam did you ask Urs if you could go in her bag,2
careful Adam,0
let Urs do it,1
can you put them back in the bag,1
don't what Adam,1
that goes on your ears and the sound comes through the wires,1
you plug this in,1
no Adam,0
we hafta put this up now,1
what do you hear,1
can you hear Urs,1
no you can't,1
what,0
Adam,0
throw this way,1
no it's not a toy,1
over on your chair,0
I don't know what that is,1
what is it,1
button let you press,1
what,0
a box,0
what,0
Cromer can't change your diaper,1
she can't change your diaper either,1
no don't put your foot up there,1
Urs can't change your diaper like that,1
do you want me to change your diaper,1
oh you're telling the microphone,1
will you ask them to excuse you,3
did he catch you,2
you're playing peekaboo with Cromer,1
did he catch you,2
oh you caught him,2
oh you fell down in the bunkhouse,2
you fell down with your shoes,2
with your shoes,0
what,0
drop it on the point,1
no those are his glasses,1
oh there it goes,1
yes,0
no don't play with glasses,1
do you like grapefruit,1
you like cereal,1
do you like grapefruit,1
thank_you,0
he dropped his pencil,2
yes now you pick it up,1
where did it go,2
how many pencils are there,1
watch,1
who turned around,2
you've got a tunnel,2
sounded like radiator but maybe he means elevator,2
where are they,1
don't go down,1
where do you wanna go,1
Daddy went down,2
in what,0
how many pencils,0
three,0
what is that,1
elevator,0
elevator,0
this is a radiator,1
this is a radiator,1
so you mean elevator,1
radiator,0
this is a radiator,1
what,0
oh peek you,0
put it on the wall,1
that's where Adam put his paintings so his Daddy will see them when he comes home,2
what do you call that,1
you dropped a g,2
no go get your rubber band,1
up on your shelf,0
yes,0
up there,0
what's that,1
light,0
your what,0
did you have any more,2
oh outside,0
yes you sit outside,1
whose blanket,0
oh does Adam have a blanket,1
why do you need your blanket,1
I think it's out in the kitchen,1
a what,0
oh is that a small one,1
well you give him the pen,1
Adam dropped the pencil,2
careful Adam,0
a fish,0
what kind of fish,0
swim with you,0
that's a circle,1
what's that,1
oh his spurs,1
what is it,1
what,0
it's a clown he said,2
Adam's busy,1
what is Adam busy doing,1
you're busy at home,1
rope for tricks,0
a what,0
did you reach the towel,2
what is this,1
yes what is it,1
rope,0
coat hanger,0
I can't see,1
I don't know,1
looks like an a what is it,1
like penguins,0
penguins don't fly do they,1
they do fly,1
no they don't fly I don't think,1
no they don't,1
hm,0
no a tiger doesn't fly does he,1
no he can't fly like a kite,1
what did the book say that penguins can't fly,2
penguins can't fly,1
you're going in the water,3
in the water,0
careful too cold to go in the water now,1
cold outside yes,0
yes the wind's blowing,1
did you see all the snow,2
drummer show,0
oh look up the cowboy's hat,1
didn't you go out in the snow,2
you didn't go for a walk in the snow,2
did you go over to the library in the snow,2
and ride the elevator,1
oh like Joshua,0
you threw some snow like Joshua,2
Joshua throws like a penguin,1
penguins can't throw can they,1
yes they are big and heavy,1
listen to you,1
what are you saying,1
yes I see you,1
do you see me,1
it's how I wonder what you are,1
what are you doing to the paper,1
here we are,1
oh he gave you some candy,2
what,0
what am I doing,1
I'm not doing anything,1
what are you doing,1
you're playing with Urs,1
no Adam,0
what kind of pinwheel,0
why do you have so many pinwheels,1
you have fourteen,1
well careful,0
what is that,1
pushing what,1
pushing the door,1
what before,0
Jesus,0
what is that,1
Butch,0
Butch,0
Butch who,0
oh Bozo's Butch,0
Butch is a little boy who plays with Bozo the clown,1
that's Butch's bed,1
careful,0
that's what,1
Butch's hat,0
Rusty's hat,0
what kind of hat does Rusty have,1
a blue hat,0
yes,0
is that true,1
what am I doing,1
go ask Cromer if he would like a cup of coffee,1
oh thank_you,0
that's Adam's,1
well you're not going to have coffee,3
no I'm going to bring it in there Adam,3
wait you hafta ask him first,1
well you don't want milk in your orange juice,1
now Adam let's put yours here,1
you sit on the other side of the table,1
what is Ursula's,1
are you drinking your coffee,1
poor Ursula,0
yes he spilled something on his hands,2
who drinks coffee like that,1
what do you have,1
you have sugar in there,1
and what else,0
oh well you've got milk in your juice,2
I don't think that would be very good really,1
no,0
what kind of exercise is that,1
you're exercising,1
what about Hump Dump,0
let you reach what,1
more what,0
more juice,0
I don't know,1
what did happen to you,2
you fell down,2
did you hurt yourself,2
oh where did you hurt yourself,2
push,1
what are you going to push,3
don't spill your coffee,1
what,0
you're going around,1
what happens when you go around like that,1
careful Adam the coffee's hot,1
your what,0
what's the matter with you,1
excuse you please,1
why were you talking like that,2
oh your tummy made a noise,2
let Adam stir you,1
do I wanna be stirred,1
no,0
being stirred doesn't make you big strong and healthy,1
no thank_you,0
I don't want milk over me,1
he doesn't wanna exercise,1
no honey,0
Adam,0
take a bath exercise play,1
is it alright if he drinks his coffee now,1
well he can't exercise like you,1
you made it,2
alright,0
Adam you write on one side of the paper remember,1
with gas,0
advertisement,0
Adam,0
don't be so rough with the pen,1
what are they,1
what is that,1
is that Adam,1
what is that,1
what,0
what,0
today isn't Thursday,1
what is today,1
Wednesday,0
what comes after Wednesday,1
what happens now,1
you'd like more coffee,1
okay,0
more coffee,0
whose what is that,1
sugar,0
two Adam,0
where's the other Adam,1
you don't know,1
put your coffee down,1
stir that,1
little what,0
one leg,0
watch,1
what's the matter with your eye,1
you're riding over the rocks,1
I don't know what happened,1
you're going to ride over the rocks,3
coming what,0
what happens when you go around like that for a long time,1
why do you have your mouth open,1
what's that noise,1
ride over the rug,1
that's right,1
it's been a long time,1
oh you ran out_of gas,2
you hafta push it now,1
oh did you pay him,2
you mustn't drive off until you get your change,1
did you ask her if she's finished,2
yes I'm finished,2
thank_you,0
Adam you can ask Cromer if he's finished,1
you don't put gas in the wheel in the tire you put air,1
don't forget to pay him,1
take care,1
that's Mommy,1
what,0
hit Mommy,1
don't whisper,1
what are you doing,1
oh you're busy,1
oh what're you doing,1
you're checking the wheels,1
are they alright,1
oh through that,0
that's a gas station,1
are they all going around,1
well that's just your tricycle,1
yes it's squeaking,1
yes you did,2
measles,0
sick yes,0
why don't you ask her what the measles look like,1
came from the dog,2
he has a dog named Spot,1
your tire is broken,1
over there,0
you must go over there,1
why,0
what happened,2
you almost fell down,2
what,0
the tire is broken,1
you almost fell down because you weren't looking where you were going,2
you almost rode over a stick,2
because a nail's in there,1
well what do you want him to do,1
let you sit on the tire,1
well didn't you say there was a nail in there,2
you what,0
you touched Cromer,2
no you didn't,2
you hit your handle bar on your tricycle,2
well you don't needta push,1
you just got some gas in it,1
did you pay for the gas,2
did you,2
he said stamps,2
good bye you take came,1
alright,0
oh don't do that,1
my_goodness,0
we'll hafta have the doctor take care of my foot if you run over it with your tricycle,3
doctor yes,0
don't you think you're finished,1
don't you think you've had enough,1
are you sure,1
you don't have enough,1
no you just take the cup,1
don't drink it,1
yeah little boys like you,1
what,0
it's,0
is that what she said,2
tie your shoe,1
let Cromer tie it,1
well I've tied it now,2
it's alright,1
oh no he's writing,1
Adam no,0
that doesn't belong under there does it,1
Adam,0
Adam,0
Adam,0
alright you're seeing the penguin,1
take the spoon out before you tear that,1
no Adam you'll tear that,3
Daddy's desk isn't a toy is it,1
why don't you go tell Urs and Cromer about the ice cone you had in the car,1
so there,0
what else did you do,2
did you see a bridge,2
what else,0
what else did you see,2
what else,0
what else did you see,2
you saw an open can,2
what kind of can,0
I wasn't smiling,2
it's the telephone,1
yes he is over at the school,1
I'm sure he'll probably see it,2
what about Urs,0
was that Urs on the phone,2
and quickly,0
perhaps she doesn't have anything for you to see in the bag,1
what is that,1
thimble,0
card for you,0
no it's from Robin,1
measles,0
measles yes,0
no I don't think she has anything else to show you,1
he's going to play basketball,1
oh that's too big,1
that's big too,1
oh I'm sure it must be down in there,1
why do you need those on the tow truck,1
for what,0
I thought you said they belonged on your firetruck on your tow truck,2
I don't know,1
what happened,2
what happened,2
don't fell down,2
what doctor are you going to,1
do you think you car ride like that Adam,1
you're going to fix the tricycle,1
mhm,0
well if you know how why don't you do it,1
bulldozer song,0
what does a bulldozer say,1
bulldozer strong,0
can you sing it,1
well what is the bulldozer song,1
would you like her to go to the doctor,1
what doctor would you like her to go to,1
go where,1
now the tricycle is fixed,1
don't run it over her again,1
did you say thank_you,2
you're giving Perro a ride,1
does he like it,1
what about the tire,0
push tire,1
Adam,0
cat,0
three six,0
three six ears,0
how many ears do you have,1
here's one,1
ship,0
going to fish school,1
what does it learn at fish school,1
no fish school,0
Adam if you write all over the paper where will Urs write,3
you're doing what,1
she hasn't finished with that page,2
what is that,1
remember firetruck,1
what,0
what is that,1
a what,0
a rope,0
let you make a rope,1
you made it,2
what do you do with this rope,1
Adam,0
that's not a story,1
what's he looking at,1
no Adam don't stand on his foot,1
that hurts,1
here stand on the cart,1
would you like for him to stand on your foot,1
you what,0
what are you doing,1
what do you call that,1
push it over near the table,1
I don't know what happened,2
what,0
Adam,0
Adam,0
let Urs show you,1
the sunshine is laughing,1
hay,0
this,0
tiger,0
and this,0
egg,0
a violin,0
what else,0
harpsichord,0
and this,0
Pembroke,0
and this,0
and this,0
mail,0
the end,0
that's a tail,1
Adam,0
he doesn't feel like exercising,1
do you feel better now that you've been naughty,1
Adam what about that trailer truck that you saw outside the window this morning,2
what did it have on it,2
well what kind of trailer truck was it,2
yes it was gold,2
a car trailer truck yellow,0
what else is there,1
put it back in the folder,1
I want you to tell her about this book,1
you don't wanna tell her about the book,1
frightens the chickens,1
driving by itself,1
propeller,0
loopy,0
big cloud,0
angry faces on the dial,0
what is it,1
yes we had coffee,2
no more not now,0
come and show her about the fireman and the policeman,1
what's the fireman doing,1
oh the fireman's brave,1
which one are you reading first,1
calling all cars,1
what happened,2
fireman is brave,1
oh what keeps him dry,1
what is this about,1
where are you going,1
can you say thank_you,1
yes she gave it to you,2
kitty,0
is it an egg,1
that's not for eating,1
no,0
yes,0
she said you could open it,2
egg apple,0
oh is that Christmas,1
what are you doing Adam,1
what happened,2
you dropped it,2
Pluto,0
oh punching ball,0
what are you doing,1
it looks like an egg,1
mhm,0
I don't know,1
keep going,1
Christmas,0
tiny isn't it,1
flower,0
something broke,2
no it didn't,2
what is that Adam,1
that looks like something in a box,1
car,0
yes it's yours,1
who opened it,2
you just opened it,2
oh you dropped something,2
you leave it out here for the baby and we'll give it to him later,3
you dropped something over there,2
you dropped a pocket book,2
oh that's mine,1
oh thank_you,0
don't have it,1
did you say thank_you to Ursla,2
no we don't eat rattles,1
you like it,1
oh no,0
you can't take the top off,1
where are you going to put this,3
around your neck,0
it sticks,1
to the truck,0
where does Mommy keep her pocket book,1
it's so tiny,1
yes I guess it is a dump truck,1
is that a dog or is that a kitty,1
is that a bear,1
will it go in there,3
is that a rocket,1
that's a steam shovel,1
you're making it pushing dirt,1
trailer,0
the trailer doesn't fit in there,1
does it,1
I don't think it does,1
the bus was in the box,2
was it shaped like an egg,2
why don't you ask Urs who did that,2
no I didn't,2
how do you know who did it if you don't ask,2
what's inside,1
want me to play with this,1
you do it,1
that's funny,1
you caught the train,2
that one fits what,1
there it is,1
got stuck,2
where did it get stuck,2
from here,0
from that,0
hm,0
I can't do that,1
isn't that tiny,1
no,0
what size is it,1
what do you think it is,1
I think he was saying something else,2
this is mine,1
what,0
slowly,0
slowly what,0
slowly again,0
that's very nice,1
thank_you,0
by Pablo Picasso,0
Picasso,0
no Picasso,0
no,0
don't fold it,1
can you tell me what this is,1
for Mommy,0
for Adam,0
for Cromer,0
for Urs,0
for microphone,0
does the microphone talk,1
what does it say,1
it said talk,2
okay,0
I'm just putting it here,1
do you like it,1
did you tell Urs where you went Saturday,2
when you went for a ride in the car,2
where did you go,2
you went to Cambridge,2
that's where you live,1
where else did you go,2
you live at Mommy's house,1
well where is the house,1
do you know what street it's on,1
Boston University,0
I don't know what else he said,2
well what street do you live on,1
fifty eight,0
Trowbridge Cambridge street,0
what did your grandmother get on,2
what did she ride in,2
a what,0
ship airplane,0
what kind of airplane is that,1
ship,0
where do you see ships,1
down there,0
well what's that,1
a pig,0
well what does the pig say,1
don't hit anybody with that Adam,1
you use that for what,1
that's right,1
for a ball,0
where's the ball,1
pocketbook,0
that's not a ball,1
where Mommy lives,1
is it from Rusty,1
careful,0
what are you blowing,1
I don't think you're quite strong enough to blow a tree down,1
can you blow Urs down,1
I don't believe that,1
what fits Adam,1
you what,0
put the pocket book in,1
or you,0
put it in the pocketbook,1
what,0
oh that's a saucer,1
what do you have in the saucer,1
oh you ate it all up,2
you said you ate it,2
did you eat it all up,2
it's still in there,1
can't you tell us what happened,2
saucer's all_gone,0
it's right there,1
where is right there,1
down there,0
down in your tummy,0
oh it travels fast doesn't it,1
poor Humpty_Dumpty,0
what's he doing now,1
he's jumping,1
those are shoes,1
that's his tie,1
I was just going to pull it out,2
oh no,0
I was just straightening it out,2
poor Humpty_Dumpty,0
what happened to Humpty_Dumpty,2
he broke,2
how did he break,2
he broke his leg,2
how did he break his leg,2
what happened to Humpty_Dumpty,2
why didn't you ask for a pencil,2
another what,0
another purse,0
another what Adam,0
kitty,0
what are you doing,1
what did you do,2
you don't use the pencil for screwing do you,1
Adam,0
where do you write with pencils,1
write on the paper yes,1
do you want some paper to write on,1
well get your screwdriver,1
do you want Mommy to take the pencil from you,1
alright,0
not there,0
hit on the bench,1
not on the microphone,0
what is it,1
a drawing what,0
you hafta taste that,1
what does it taste like,1
it tastes like ice,1
on the wall,0
yes I see it over there,1
huh,0
who write that on that,1
didn't you do that,2
it's not sposta fit there is it,1
don't you hafta use some tape,1
did you close it,2
did you ask Urs if you could do that,2
what,0
missed it,2
is that what you said,2
what,0
I guess he meant behind,2
I think he said slowly,2
you take it off,1
you do what,1
you screw it,1
train pull,1
is that a busy bulldozer,1
see that little dog looking,1
can you see a little dog,1
busy bulldozer,0
do you see it,1
you can't see it now,1
it's gone down the street,2
you can hear it you can't see it anymore it's down the street,1
pushing what,1
pushing dirt,1
no it's not pushing dirt,1
you see it,1
I don't think that's a derrick,1
what is it,1
electric what,0
Cromer says he thinks it's a crane,1
I don't know it went up the street,1
it's gone to do a job,2
don't you suppose that somebody's just waiting for it to come,1
yes waiting for it to come,1
yes,0
what are you doing,1
touching your head,1
touching your head on what,1
on the window,0
why,0
do you see Daddy's car,1
where did he go this morning,2
he's gone to church,2
no he's not,1
yes gone to school,2
no not to church,0
yes gone to school,2
to work,0
do you wanna show Urs your new book,1
do you wanna show Urs your new book,1
you like this page,1
go where,1
did you tell her where you got the book,2
no,0
who gave that book to you,2
mud pies,0
who makes mud pies,1
turtles,0
and who else,0
turkey,0
who reads his mail,1
well who counts his money,1
poor Mommy what,0
why,0
where are the other parts,1
part of the train,0
is that still a train,1
what is that,1
where is the train going,1
don't see it,1
what did you say Adam,2
that one fell out,2
grandmother rode in one like that,2
she rode in one like that,2
going back where,1
going back where,1
hm,0
the airplane,0
poor Urs,0
she didn't get hurt,2
don't run it on him,1
he's too tiny,1
put it on the floor,1
Adam what are you looking for,1
what is it,1
don't go back where,1
where did you get that,2
the button dropped Adam,2
what,0
it's time for what,1
it must be almost time,1
how do you know what time it is,1
can you tell time,1
no,0
oh thank_you,0
you keep this one,1
what are you going to write,3
what is that Adam,1
what,0
glue,0
let me see that Adam,1
is there a picture on it,1
picture on the other one,0
but there wasn't one on that,2
you mean what came from that,2
the tape was in that box,2
why don't you give Urs the box,1
she'll need it to put the tape in,3
yes when she goes home she'll needta put the tape in the box,2
yes,0
oh well it's not lunch time you don't hafta have lunch,1
hm,0
sandwich too,0
it's not time,1
are you tired,1
you are,1
oh_my_goodness,0
it's terribly early in the morning to be so tired,1
no,0
well what do you want her to do with it,1
that's not what you said,2
what do you want Urs to do with that book,1
that's yours,1
but what do you want Urs to do with that one,1
bow and arrow,0
goodbye,0
hm,0
are you going to bring it in,3
yes look at that,1
what is that,1
busy bulldozer,0
stuck with the record,2
you want Humpty_Dumpty to sit down and watch you,1
oh it's a steam shovel now,1
it's not time for your lunch yet,1
it's not even eleven o'clock yet,1
if you put one foot on the floor you can push it,1
like that now push,1
yes,0
now bring it over to here,1
you pull it over here first,1
Adam,0
aren't you ashamed having Urs pull you in the wagon,1
you look like it,1
Adam did you ever tell Urs what you wanted to do with that book,2
I thought you were going to tell her,2
oh you push yourself,1
why don't you get out and give Humpty_Dumpty a ride,1
no,0
you might go to sleep,1
where's your magazine,1
do you have a story about Humpty_Dumpty,1
dump truck does what with the sand,1
Adam why don't you pick Cromer's pen up and give it to him,1
oh it's not a nail clippers,1
a what,0
piece of a trailer,0
Adam,0
what,0
and work and play,1
power shovel,0
huh,0
lost your what,2
how are you going to get it out,1
lost your what,2
dirt,0
you lost your dirt,2
what noise,0
she didn't make any noise,2
who what,0
how do you know that's the top truck,1
how do you know,1
you aren't even looking out the window,1
are you cooking,1
what time is it,1
I don't know what time fourteen o'clock is,1
can you tell me,1
no,0
nineteen o'clock,0
what time is nineteen o'clock,1
Adam don't you think you might break the clock,1
it doesn't belong like that,1
yes,0
it works,1
yes,0
just pretend,1
that's not chewing gum,1
just pretend,1
when you pretend you don't put it all the way in,1
remember,1
no he doesn't have any teeth yet,1
he's too small,1
no that's the baby's,1
that's the baby's too,1
you're the big baby yes,1
no no no you can't have those,1
no Adam,0
well pick them up off the floor,1
she can't play on the floor,1
put them on the table,1
that what honey,0
are you going to show her how to play the game Adam,3
what are you showing her Adam,1
oh that can't fly,1
down by the bed Adam,0
what,0
take it at home,1
Robin's home,0
oh,0
oh you're going to put them back in the envelope,3
be what,1
and talk,1
talk about what,1
talk about Urs,1
what are you going to say about Urs,3
you,0
goodbye,0
pennies,0
do you have pennies in there,1
you're Adam,1
what did that come from,2
what did that come from,2
I don't know,1
I don't know,1
oh you've to to check about Paul,1
well go check,1
hm,0
well you took your book over there,2
you wanna play with that one,1
your magazine,0
that's part of the train I think,1
what about over here,0
hm,0
get it there,1
that's right,1
where did that go,2
well it doesn't go like that,1
why don't you turn it around and try,1
no that's not right either,1
no try it on the other side,1
you're drinking water like a dog,1
no you just pretend,1
yeah pretend that that's water,1
oh the camel's drinking some water,1
what happened,2
what did you mean,2
you folded it,2
careful,0
don't break it,1
if you break it you'll hafta take some pennies out_of your bank and buy her another one,3
yes that's a clock,1
you lost your food,2
the table almost tipped,2
where's your shoe,1
that's not it,1
what's Ricky,1
where did you see Ricky,2
fishing,0
did he catch any fish,2
I was just looking at it,2
what's what,1
no don't write on the book,1
what's that,1
no,0
oh I need a little spanking,1
well what about you,0
do you need a little spanking,1
who's crying Adam,1
he got it out,2
no Adam,0
Adam,0
no,0
because I don't want it open,1
you shoot him with a gun,1
careful Adam,0
what are you doing,1
Adam give him his comb please honey,1
see the circus,1
oh Friday night we let him have his bath and then he watches the circus on television,1
what are you doing,1
I don't know but don't you bother it again,1
no Adam,0
no,0
no Adam we don't leave the television set on,1
they're all_gone until tomorrow,1
they're all rolled up on some tape somewhere,1
dum_dum,0
what is that,1
dum_dum what,0
dum_dum doggie,0
careful Adam,0
what,0
roping me,0
that's not rope honey,1
don't do that Adam,1
no,0
you can't do that,1
you may hit somebody,1
okay,0
you stay over there in the corner there,1
where is your rope,1
didn't you have some shoelaces down here,2
in the fireplace,0
it's messy,1
where did you hear of dum_dum,2
or who is dum_dum,1
what is dum_dum,1
I'm dum_dum,1
well what does dum_dum do,1
walk,1
a camel or a camera,0
a what,0
a hammer,0
you had a nail didn't you,2
you left a nail,2
you lost a nail,2
Adam you play too rough,1
Adam,0
yes but where do you spit,1
spit on toilet seat,1
yes if you hafta spit you go up and spit in the toilet,1
well then don't do that again,1
here come get a kleenex and wipe your mouth,1
Adam do,0
didn't he go to school,2
where's the other part,1
no now now,0
why,0
because you may hit somebody with it,1
hm,0
you may throw it,1
no throw it to me,1
one at a time,0
I can't catch but one,1
how many balls can you find,1
try to put them in the oatmeal box,1
is there one behind the door,1
didn't you put one in the box,2
you've got the blue one in there haven't you,2
that came from a coffee can it may cut you,2
no,0
I don't think you can get it back on there,1
it's broken,1
how many do you have,1
what's too small,1
that's too small,1
where one what,0
tell me how many balls you have in there,1
three,0
okay you count and let me see,1
put them in my lap as you count them,1
how many,0
three,0
I saw more than three,2
okay count again,1
let's hear you count,1
that's one,1
two,0
three,0
four five,0
that's all,1
one two three four five,0
one two three four five,0
just one,0
one one one one one how many do you have in there,1
what,0
franks,0
what kind of franks,0
what,0
don't shoot Mr Cowboy,1
oh Adam,0
hold it up not hang it up,1
one two three four what happened,2
one two three four,0
it popped,2
you what,0
you slipped,2
did you hurt yourself,2
oh is that a game,1
what's the name of that game,1
yes what's the name of that game,1
turn it over,1
you're doing what,1
playing games,1
boat what,0
boat somes,0
play games,1
what,0
what come from the yellow one or the red one,1
I don't think that writes,1
dump them in there,1
you know what happened,2
what's so big,1
I'm so big,1
yes I am so big,1
I can't ride in your wagon,1
oh was that coffee,2
Adam,0
Adam no honey what will he write on,3
well what's the matter,1
why are so full of energy like that in spurts,1
no what,0
Adam don't kick anybody,1
Adam,0
do you want me to take your shoes off,1
well I'll hafta if you kick anybody,3
what did you throw,2
you're not sposta throw anything in the air,1
did you know that,2
you don't know that,1
well now you know it because I just told you,2
you hafta do them one at a time,1
you're going to have fun picking those up aren't you,1
okay,0
no I'll hafta put it up now Adam,1
what,0
you don't wanna play games,1
here,0
pull you for a ride,1
push yourself,1
push with your feet,1
that's right,1
you can give yourself a ride,1
yes you're giving yourself a ride,1
your tricycle is there,1
you hafta pull your wagon back,1
I think it's running into the television set isn't it,1
no,0
trailer,0
Adam don't you think you may fall,1
what do you see,1
a horse,0
in a magazine,0
yes it is,1
what else do you see,1
you see another horse,1
some stamps,0
you hafta put them on envelopes to mail them,1
you one envelope's on the floor by Urs foot,1
yes you may fall if you aren't careful,1
take the pillow out_of the wagon,1
well it doesn't belong up there,1
yes what,0
what,0
yes are,0
oh you hung that up,2
you better put those back up on the desk,1
those are Daddy's glasses,1
no don't swing it,1
you may break it dear,1
yes I see it swinging but don't swing it,1
bring them here and I'll show you how you use them,2
that's right only the other way,1
do you see anything,1
do you see Urs,1
frighten me for,1
Adam,0
yes he's touching you,1
hm,0
alright,0
good morning,0
that's a new word,1
we can't figure it out,1
talk,1
why don't you talk,1
alright,0
would you ask Cromer if he would like some coffee,1
well you didn't ask him if he'd like some,2
okay no more sugar Adam,0
you don't need milk,1
you take that in and then come back for the napkins,1
do you wanna take the napkins for me,1
no more sugar for you Adam,0
I thought I heard something on the tape,2
sounded like b f and o,2
test,0
I don't think I've heard that before,2
the man on the radio,0
you want some more espresso,1
you have some in your cup,1
some espresso,0
no sugar,0
just take the spoon out if you want it,1
no you've already put sugar in your espresso,2
alright,0
put them on the chair,0
over here dear,0
you simply don't wanna put them in the chair,1
alright,0
you're going around,1
going around what,1
what noise,0
the tape recorder,0
news,0
no Adam you can't turn his head,1
that's a nice big brother,1
baby's not talking to you,1
waving,1
you're waving,1
come with you,1
I thought I'd sit out here so if Paul cries it won't make so much noise on the microphone,2
no,0
okay,0
what happened,2
the sun,0
the sun isn't shining in that window,1
it's on the other side of the house,1
oh no she doesn't want any of mine,1
I'll give her,3
well she said now,2
but she did say no honey,2
no she doesn't want any more,1
what's broken,1
I'm broken,1
no,0
I'm not hurt,1
alright,0
oh no,0
I've finished mine,2
it's very good,1
is yours good,1
oh no why don't you stay out here,1
why not,0
I'm all finished,1
oh there's a little more,1
oh no there's no more,1
no no Adam,0
let me see the toy,1
can you make it go,1
I don't know,1
ask Urs what she calls it,1
don't put your fingers on it,1
you might hurt your fingers,1
no you do it with this,1
Paul Douglas,0
what about him,0
he's a baby,1
yes he is a little baby,1
Paul Douglas,0
yes,0
no good,0
why not,0
no Adam you just shoot,1
you don't hit anybody with it,1
you're not big enough,1
you can't wear it tomorrow,1
simply wear it,1
what,0
be cold,1
what is cold,1
coffee,0
where are you going,1
well don't you like your coffee hot,1
you don't drink cold coffee until summer time,1
all up,0
throw it away now,1
no,0
well why don't you put those three back,1
put the coffee cups back,1
I'll hold them here,3
wait don't you unscrew it first,1
no not that one,0
the green one,0
no not that one,0
the green one,0
no no,0
the other one,0
mhm,0
the green one,0
that's pink,1
oh what is that,1
derrick,0
I wouldn't put it on with blocks in it,1
don't want what,1
you simply don't want what,1
want beans in there,1
how did you know there are beans in there,2
no they don't come out,1
you heard something,2
I had plenty,2
what is that,1
sounded like Thursday tow truck like that,2
maybe somebody hadta stop suddenly,2
where did what go,2
espresso,0
did you find it,2
no you had juice in your espresso,2
you're making trains,1
I'm not going any place,1
oh you're going to do that puzzle,1
nobody wants to touch it,1
did you say excuse me please,2
what's the cow's name,1
oh the cow's name is Adam,1
you,0
you're not funny,1
those are carrots,1
it goes there,1
that's what,1
it's on the floor,1
okay,0
Adam look up on the ceiling,1
I see something up on the ceiling,1
what do you see,1
yes,0
you what,0
you like tree,1
it sounded like busy,2
why are you doing that,1
alright,0
it'll be ready soon,3
what,0
no no it's hot,1
oh yes,0
what am I doing,1
I'm folding diapers,1
yes for Adam,0
a diaper,0
I hear you,1
what do you do for hiccups Adam,1
what you doing Adam,1
what's that,1
who's over in the meadow,1
yes,0
what is it,1
what are these,1
would you like some cookies,1
yahoo,0
what was that word honey,2
was that like her,2
just move Bobo out_of your way,1
fish swim in the water with you,1
where are some fish,1
where,0
down there,0
what kind of fish,0
red fish,0
what other kind of fish,0
you're swimming,1
you're not swimming now,1
alright,0
that's enough,1
no I'll get you a spoon,3
just leave that there,1
come on,1
you what,0
oh you're going to drop them out,3
don't hurry,1
why not,0
what,0
isn't it Chippewa,1
I never heard of a thing,2
over in the fish house,0
what did you have in the fish house,2
little fish house,0
no Adam you take one,1
alright,0
take two,1
yes you have some yourself,1
eat what,1
what,0
poor,0
poor what,0
oh poor little fellow,0
what do you want some more of,1
do you want some more cookies,1
Adam what did I tell you about that,2
if you wanna step on somebody's foot then get Bobo and step on him,1
you're too big,1
well then you're too big to step on anybody,1
